09X250    Eximius College Preparatory Academy: A College Board School
09X252    Mott Hall Bronx High School
09X260    Bronx Center for Science and Mathematics
09X263    Validus Preparatory Academy
09X274    The New American Academy at Roberto Clemente State Park
09X276    Leadership Institute
09X294    The Walton Avenue School
09X297    Morris Academy for Collaborative Studies
09X303    I.S. X303 Leadership & Community Service
09X311    Lucero Elementary School
09X313    I.S. 313 School of Leadership Development
09X323    Bronx Writing Academy
09X324    Bronx Early College Academy for Teaching & Learning
09X325    Urban Science Academy
09X327    Comprehensive Model School Project M.S. 327
09X328    New Millennium Business Academy Middle School
09X329    DreamYard Preparatory School
09X339    I.S. 339
09X350    New Directions Secondary School
09X361    The Highbridge Green School
09X365    Academy for Language and Technology
09X403    Bronx International High School
09X404    School for Excellence
09X412    Bronx High School of Business
09X413    Bronx High School for Medical Science
09X443    The Family School
09X449    Grant Avenue Elementary School
09X454    Science and Technology Academy: A Mott Hall School
09X457    Sheridan Academy for Young Leaders
09X505    Bronx School for Law, Government and Justice
09X517    Frederick Douglass Academy III Secondary School
09X525    Bronx Leadership Academy High School
09X543    High School for Violin and Dance
09X555    Mount Eden Children's Academy
09X564    Claremont International HS
09X568    Young Women's Leadership School of the Bronx
09X582    Garden of Learning and Discovery Pre-K Center
10X003    P.S. 3 Raul Julia Micro Society
10X007    Milton Fein School
10X008    P.S. 008 Isaac Varian
10X009    P.S. 9 Ryer Avenue Elementary School
10X015    P.S. X015 Institute for Environmental Learning
10X020    P.S./M.S. 20 P.O.George J. Werdann, III
10X023    P.S. 023 The New Children's School
10X024    P.S. 024 Spuyten Duyvil
10X032    P.S. 032 Belmont
10X033    P.S. 033 Timothy Dwight
10X037    P.S. X037 - Multiple Intelligence School
10X045    Thomas C. Giordano Middle School 45
10X046    P.S. 046 Edgar Allan Poe
10X051    P.S. 051 Bronx New School
10X054    P.S./I.S. 54
10X056    P.S. 056 Norwood Heights
10X059    P.S. 059 The Community School of Technology
10X077    Bedford Park Elementary School
10X080    J.H.S. 080 The Mosholu Parkway
10X081    P.S. 081 Robert J. Christen
10X085    P.S. 085 Great Expectations
10X086    P.S. 086 Kingsbridge Heights
10X091    P.S. 091 Bronx
10X094    P.S. 094 Kings College School
10X095    P.S. 095 Sheila Mencher
10X118    J.H.S. 118 William W. Niles
10X141    Riverdale / Kingsbridge Academy (Middle School / High School 141)
10X159    P.S. 159 Luis Munoz Marin Biling
10X205    P.S. 205 Fiorello Laguardia
10X206    I.S. 206 Ann Mersereau
10X207    P.S. 207
10X209    P.S. 209
10X213    Bronx Engineering and Technology Academy
10X225    Theatre Arts Production Company School
10X226    P.S. 226
10X228    Jonas Bronck Academy
10X237    The Marie Curie School for Medicine, Nursing, and Health Professions
10X243    West Bronx Academy for the Future
10X244    The New School for Leadership and Journalism
10X246    P.S. 246 Poe Center
10X254    I.S. 254
